SP022_2theta_15-75,
2θ - °,Intensity - counts
15,6.58109998703003
15.0100002288818,11.8348751068115
15.0200004577637,4.50377178192139
15.0299997329712,6.9798641204834
15.039999961853,7.89916610717773
15.0500001907349,11.8440818786621
15.0600004196167,5.24576616287231
15.0699996948242,8.34266948699951
15.0799999237061,8.36987972259521
15.0900001525879,9.99143218994141
15.1000003814697,6.97212600708008
15.1099996566772,7.35175752639771
15.1199998855591,13.8044052124023
15.1300001144409,12.3248414993286
15.1400003433228,9.18549919128418
15.1499996185303,11.0969009399414
15.1599998474121,8.43262481689453
15.1700000762939,9.76895332336426
15.1800003051758,7.59861278533936
15.1899995803833,7.49489784240723
15.1999998092651,7.71414566040039
15.210000038147,2.40713834762573
15.2200002670288,10.9557962417603
15.2299995422363,12.2734336853027
15.2399997711182,6.70730638504028
15.25,13.826189994812
15.2600002288818,10.7507982254028
15.2700004577637,12.4606046676636
15.2799997329712,11.2550735473633
15.289999961853,16.8019752502441
15.3000001907349,10.9565477371216
15.3100004196167,10.5965566635132
15.3199996948242,7.25879812240601
15.3299999237061,4.14887523651123
15.3400001525879,14.495509147644
15.3500003814697,9.38324928283691
15.3599996566772,10.2608709335327
15.3699998855591,10.6425104141235
15.3800001144409,4.55656623840332
15.3900003433228,9.3234395980835
15.3999996185303,8.83020210266113
15.4099998474121,7.65977954864502
15.4200000762939,9.79941082000732
15.4300003051758,2.39817357063293
15.4399995803833,6.2706995010376
15.4499998092651,9.73817253112793
15.460000038147,14.9682855606079
15.4700002670288,4.57586479187012
15.4799995422363,10.3474216461182
15.4899997711182,7.85365867614746
15.5,5.1725926399231
15.5100002288818,6.58893966674805
15.5200004577637,10.7562742233276
15.5299997329712,6.25371503829956
15.539999961853,6.68744564056396
15.5500001907349,7.04222249984741
15.5600004196167,11.2502775192261
15.5699996948242,8.8731861114502
15.5799999237061,15.4583787918091
15.5900001525879,10.9513216018677
15.6000003814697,8.67113494873047
15.6099996566772,13.1306476593018
15.6199998855591,17.9299983978271
15.6300001144409,12.5905246734619
15.6400003433228,7.33974647521973
15.6499996185303,8.71685123443604
15.6599998474121,5.19617223739624
15.6700000762939,10.6872787475586
15.6800003051758,17.9736137390137
15.6899995803833,12.1180591583252
15.6999998092651,10.388617515564
15.710000038147,6.20897245407104
15.7200002670288,16.0076293945313
15.7299995422363,15.9772548675537
15.7399997711182,9.85400581359863
15.75,3.49797654151917
15.7600002288818,3.19462728500366
15.7700004577637,7.51398038864136
15.7799997329712,12.92995262146
15.789999961853,9.73838710784912
15.8000001907349,8.4379186630249
15.8100004196167,8.71617412567139
15.8199996948242,6.68428754806519
15.8299999237061,10.0133352279663
15.8400001525879,7.51825046539307
15.8500003814697,6.49298572540283
15.8599996566772,14.9955759048462
15.8699998855591,10.3680553436279
15.8800001144409,3.4972870349884
15.8900003433228,12.2621803283691
15.8999996185303,12.5992021560669
15.9099998474121,3.42183232307434
15.9200000762939,10.8045215606689
15.9300003051758,11.4879283905029
15.9399995803833,12.6381177902222
