SP024_2theta_XRR,
2θ - °,Intensity - counts
0.200000002980232,1029949.4375
0.209999993443489,1077363.375
0.219999998807907,1120971.5
0.230000004172325,1165769.75
0.239999994635582,1208391.25
0.25,1251646.5
0.259999990463257,1292371.375
0.270000010728836,1334091.875
0.280000001192093,1374396.5
0.28999999165535,1416464.5
0.300000011920929,1453000.125
0.310000002384186,1491431.75
0.319999992847443,1529023.875
0.330000013113022,1566989.375
0.340000003576279,1604487.75
0.349999994039536,1639704.875
0.360000014305115,1676452.25
0.370000004768372,1710801.5
0.379999995231628,1743212.75
0.389999985694885,1775711.875
0.400000005960464,1807338.5
0.409999996423721,1839927.75
0.419999986886978,1869493
0.430000007152557,1894993.5
0.439999997615814,1921737.625
0.449999988079071,1946994.875
0.46000000834465,1968012.25
0.469999998807907,1990250.375
0.479999989271164,2011299.25
0.490000009536743,2033522
0.5,2054986.875
0.509999990463257,2072258.125
0.519999980926514,2092237.375
0.529999971389771,2105755.75
0.540000021457672,2123543.75
0.550000011920929,2138113
0.560000002384186,2153941.75
0.569999992847443,2158933.5
0.579999983310699,2165535.75
0.589999973773956,2171326
0.600000023841858,2169509.25
0.610000014305115,2156466
0.620000004768372,2145893.25
0.629999995231628,2121286.25
0.639999985694885,2077258.125
0.649999976158142,2018004.875
0.660000026226044,1933426.375
0.670000016689301,1816275.375
0.680000007152557,1690376.5
0.689999997615814,1559818.25
0.699999988079071,1421083.375
0.709999978542328,1253524.5
0.720000028610229,1047244.25
0.730000019073486,845106.1875
0.740000009536743,700965
0.75,610657.8125
0.759999990463257,549419.3125
0.769999980926514,477895.6875
0.779999971389771,394500.6875
0.790000021457672,315806.6875
0.800000011920929,258262.609375
0.810000002384186,222549.90625
0.819999992847443,201540.5625
0.829999983310699,185057.09375
0.839999973773956,168695.078125
0.850000023841858,155533.84375
0.860000014305115,148359.265625
0.870000004768372,148659.1875
0.879999995231628,154166.609375
0.889999985694885,159246.453125
0.899999976158142,158741.4375
0.910000026226044,151790.671875
0.920000016689301,139267.28125
0.930000007152557,125211.78125
0.939999997615814,112676.4296875
0.949999988079071,103831.953125
0.959999978542328,98112.8203125
0.970000028610229,94664.3515625
0.980000019073486,92882.8125
0.990000009536743,88622.171875
1,83077.4140625
1.00999999046326,76255.0703125
1.01999998092651,69528.765625
1.02999997138977,64883.9765625
1.03999996185303,62063.609375
1.04999995231628,61512.26953125
1.05999994277954,60851.65625
1.07000005245209,58352.00390625
1.08000004291534,53916.203125
1.0900000333786,47056.2265625
1.10000002384186,38566.47265625
1.11000001430511,29924.41015625
1.12000000476837,23296.845703125
1.12999999523163,19973.44921875
1.13999998569489,19872.173828125
1.14999997615814,23152.609375
1.1599999666214,28098.779296875
1.16999995708466,32041.103515625
1.17999994754791,34651.9453125
1.19000005722046,34666.71875
1.20000004768372,31415.373046875
1.21000003814697,26548.0078125
1.22000002861023,21301.31640625
1.23000001907349,16715.0234375
1.24000000953674,14256.685546875
1.25,14073.9423828125
1.25999999046326,15545.6220703125
1.26999998092651,18829.349609375
1.27999997138977,21924.86328125
1.28999996185303,23950.619140625
1.29999995231628,24535.853515625
1.30999994277954,22839.0703125
1.32000005245209,19794.578125
1.33000004291534,16263.43359375
1.3400000333786,12767.947265625
1.35000002384186,10822.59375
1.36000001430511,10306.833984375
1.37000000476837,11323.5380859375
1.37999999523163,13354.5322265625
1.38999998569489,15828.3515625
1.39999997615814,17613.728515625
1.4099999666214,18214.3984375
1.41999995708466,17368.380859375
1.42999994754791,15264.865234375
1.44000005722046,12279.0244140625
1.45000004768372,9021.0419921875
1.46000003814697,6139.3984375
1.47000002861023,4269.2333984375
1.48000001907349,3600.5986328125
1.49000000953674,4357.8095703125
1.5,5790.07958984375
1.50999999046326,7762.9130859375
1.51999998092651,9602.7158203125
1.52999997138977,10299.375
1.53999996185303,10229.6376953125
1.54999995231628,9412.90625
1.55999994277954,7713.04541015625
1.57000005245209,5959.57568359375
1.58000004291534,4197.84765625
1.5900000333786,2809.91381835938
1.60000002384186,2348.98120117188
1.61000001430511,2448.74731445313
1.62000000476837,3151.49291992188
1.62999999523163,4052.54174804688
1.63999998569489,5069.048828125
1.64999997615814,5871.79052734375
1.6599999666214,5874.63525390625
1.66999995708466,5609.36669921875
1.67999994754791,4736.72705078125
1.69000005722046,3887.2978515625
1.70000004768372,3069.75317382813
1.71000003814697,2380.12963867188
1.72000002861023,2305.35815429688
1.73000001907349,2502.90478515625
1.74000000953674,2957.22119140625
1.75,3587.04443359375
1.75999999046326,4064.28149414063
1.76999998092651,4460.57861328125
1.77999997138977,4433.9951171875
1.78999996185303,4256.00537109375
1.79999995231628,3689.060546875
1.80999994277954,2942.75048828125
1.82000005245209,2384.15673828125
1.83000004291534,1747.66674804688
1.8400000333786,1397.55310058594
1.85000002384186,1275.80712890625
1.86000001430511,1384.64306640625
1.87000000476837,1746.43591308594
