SP024_2theta_15-75,
2θ - °,Intensity - counts
15,11.3561544418335
15.0100002288818,5.2510814666748
15.0200004577637,9.09391117095947
15.0299997329712,8.84010124206543
15.039999961853,6.71447563171387
15.0500001907349,15.7008218765259
15.0600004196167,2.15848517417908
15.0699996948242,14.8611965179443
15.0799999237061,3.42816615104675
15.0900001525879,11.422191619873
15.1000003814697,8.91321277618408
15.1099996566772,6.96292781829834
15.1199998855591,14.2626237869263
15.1300001144409,6.2895679473877
15.1400003433228,10.782262802124
15.1499996185303,10.4114427566528
15.1599998474121,2.12458729743958
15.1700000762939,4.59271192550659
15.1800003051758,12.7628164291382
15.1899995803833,6.44362783432007
15.1999998092651,9.34642791748047
15.210000038147,5.58135557174683
15.2200002670288,11.3242158889771
15.2299995422363,8.24864768981934
15.2399997711182,6.24237012863159
15.25,12.846227645874
15.2600002288818,4.24510669708252
15.2700004577637,7.3465428352356
15.2799997329712,4.44500255584717
15.289999961853,12.7959642410278
15.3000001907349,5.92854595184326
15.3100004196167,14.6449575424194
15.3199996948242,10.3356513977051
15.3299999237061,8.73205089569092
15.3400001525879,3.79447340965271
15.3500003814697,13.1068916320801
15.3599996566772,4.2077374458313
15.3699998855591,11.5590038299561
15.3800001144409,7.25896739959717
15.3900003433228,9.38494300842285
15.3999996185303,2.86431097984314
15.4099998474121,9.60919857025146
15.4200000762939,5.64218187332153
15.4300003051758,4.86459541320801
15.4399995803833,10.4634485244751
15.4499998092651,11.5811471939087
15.460000038147,3.06395936012268
15.4700002670288,4.49313354492188
15.4799995422363,3.50437593460083
15.4899997711182,8.26489162445068
15.5,2.16585421562195
15.5100002288818,6.14999914169312
15.5200004577637,5.24271011352539
15.5299997329712,10.1453142166138
15.539999961853,3.17748594284058
15.5500001907349,4.20080280303955
15.5600004196167,9.63426303863525
15.5699996948242,3.83513355255127
15.5799999237061,3.16595458984375
15.5900001525879,5.56453800201416
15.6000003814697,7.63815021514893
15.6099996566772,5.42454481124878
15.6199998855591,7.90456819534302
15.6300001144409,9.06860828399658
15.6400003433228,11.714506149292
15.6499996185303,7.88472700119019
15.6599998474121,9.34361362457275
15.6700000762939,8.01465129852295
15.6800003051758,7.28318357467651
15.6899995803833,9.23524761199951
15.6999998092651,7.60921573638916
15.710000038147,7.43338203430176
15.7200002670288,7.67912864685059
15.7299995422363,12.2506380081177
15.7399997711182,4.12759208679199
15.75,5.24419212341309
15.7600002288818,4.15422391891479
15.7700004577637,10.2895603179932
15.7799997329712,4.46326780319214
15.789999961853,6.62816286087036
15.8000001907349,3.39898777008057
15.8100004196167,7.39497804641724
15.8199996948242,6.54935646057129
15.8299999237061,4.22253847122192
15.8400001525879,8.74163341522217
15.8500003814697,2.45560359954834
15.8599996566772,6.25423240661621
15.8699998855591,10.4806928634644
15.8800001144409,11.1469860076904
15.8900003433228,7.03180503845215
15.8999996185303,5.57719087600708
15.9099998474121,3.08547806739807
15.9200000762939,4.19979000091553
15.9300003051758,5.17903661727905
15.9399995803833,10.4035453796387
15.9499998092651,7.19642019271851
15.960000038147,6.23227453231812
15.9700002670288,9.30802536010742
15.9799995422363,9.66037273406982
15.9899997711182,3.79838490486145
16,7.32240295410156
16.0100002288818,4.91670846939087
16.0200004577637,6.44772052764893
16.0300006866455,3.4273374080658
16.0400009155273,8.40327930450439
16.0499992370605,6.99652242660522
16.0599994659424,7.96681451797485
16.0699996948242,7.26553106307983
16.0799999237061,8.72219753265381
16.0900001525879,4.46526527404785
16.1000003814697,13.9721250534058
